Action, Loc y/x, Chrg Station, Floor Type, Dirt Present, North, East, South, West, Battery, Dirt Capacity
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,38
MOVE, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,38
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,38
MOVE, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,30.0,38
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,30.0,38
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,29.0,38
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,29.0,38
MOVE, 6/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,28.0,38
CHECK_SENSOR, 6/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,28.0,38
SWEEP, 6/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,27.0,37
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,27.0,37
MOVE, 6/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,37
CHECK_SENSOR, 6/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,37
SWEEP, 6/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,25.0,36
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,25.0,36
MOVE, 5/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,36
CHECK_SENSOR, 5/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,36
SWEEP, 5/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,23.0,35
CHECK_SENSOR, 5/6, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,23.0,35
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,22.0,35
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,22.0,35
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,35
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,35
MOVE, 5/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,35
CHECK_SENSOR, 5/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,35
SWEEP, 5/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,19.0,34
CHECK_SENSOR, 5/7, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,19.0,34
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,34
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,34
MOVE, 7/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,17.0,34
CHECK_SENSOR, 7/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,17.0,34
SWEEP, 7/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,16.0,33
CHECK_SENSOR, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,33
MOVE, 7/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,15.0,33
CHECK_SENSOR, 7/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,15.0,33
SWEEP, 7/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,14.0,32
CHECK_SENSOR, 7/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,14.0,32
MOVE, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,32
CHECK_SENSOR, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,32
MOVE, 7/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,12.0,32
CHECK_SENSOR, 7/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,12.0,32
SWEEP, 7/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,11.0,31
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,31
MOVE, 7/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,10.0,31
CHECK_SENSOR, 7/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,10.0,31
SWEEP, 7/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,9.0,30
CHECK_SENSOR, 7/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,9.0,30
MOVE, 6/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,8.0,30
CHECK_SENSOR, 6/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,8.0,30
SWEEP, 6/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,7.0,29
CHECK_SENSOR, 6/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,29
MOVE, 7/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,6.0,29
CHECK_SENSOR, 7/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,6.0,29
MOVE, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,29
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,29
MOVE, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,4.0,29
CHECK_SENSOR, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,4.0,29
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,29
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,29
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,2.0,29
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,2.0,29
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,29
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,29
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,29
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,29
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,29
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,29
MOVE, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,47.0,29
CHECK_SENSOR, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,47.0,29
MOVE, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,29
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,29
MOVE, 7/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,29
CHECK_SENSOR, 7/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,29
MOVE, 8/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,44.0,29
CHECK_SENSOR, 8/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,44.0,29
SWEEP, 8/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,43.0,28
CHECK_SENSOR, 8/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,43.0,28
MOVE, 8/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,42.0,28
CHECK_SENSOR, 8/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,42.0,28
SWEEP, 8/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,41.0,27
CHECK_SENSOR, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,41.0,27
MOVE, 9/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,40.0,27
CHECK_SENSOR, 9/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,40.0,27
SWEEP, 9/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,39.0,26
CHECK_SENSOR, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,39.0,26
MOVE, 9/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,38.0,26
CHECK_SENSOR, 9/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,38.0,26
SWEEP, 9/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,37.0,25
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,25
MOVE, 9/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,36.0,25
CHECK_SENSOR, 9/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,36.0,25
SWEEP, 9/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,35.0,24
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,35.0,24
MOVE, 9/5, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,34.0,24
CHECK_SENSOR, 9/5, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,34.0,24
SWEEP, 9/5, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,33.0,23
CHECK_SENSOR, 9/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,33.0,23
MOVE, 9/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,32.0,23
CHECK_SENSOR, 9/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,32.0,23
SWEEP, 9/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,31.0,22
CHECK_SENSOR, 9/4, No, BARE_FLOOR, No,OPEN,OPEN,OBSTICLE,OPEN,31.0,22
MOVE, 9/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,30.0,22
CHECK_SENSOR, 9/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,30.0,22
SWEEP, 9/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,29.0,21
CHECK_SENSOR, 9/3, No, BARE_FLOOR, No,OPEN,OPEN,OBSTICLE,OPEN,29.0,21
MOVE, 9/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,28.0,21
CHECK_SENSOR, 9/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,28.0,21
SWEEP, 9/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OBSTICLE,OPEN,27.0,20
CHECK_SENSOR, 9/2, No, BARE_FLOOR, No,OPEN,OPEN,OBSTICLE,OPEN,27.0,20
MOVE, 9/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,26.0,20
CHECK_SENSOR, 9/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,26.0,20
SWEEP, 9/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,25.0,19
CHECK_SENSOR, 9/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,25.0,19
MOVE, 9/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,24.0,19
CHECK_SENSOR, 9/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,24.0,19
SWEEP, 9/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,23.0,18
CHECK_SENSOR, 9/0, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,23.0,18
MOVE, 8/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,22.0,18
CHECK_SENSOR, 8/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,22.0,18
SWEEP, 8/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,21.0,17
CHECK_SENSOR, 8/0, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,21.0,17
MOVE, 7/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,20.0,17
CHECK_SENSOR, 7/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,20.0,17
SWEEP, 7/0, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,19.0,16
CHECK_SENSOR, 7/0, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,16
MOVE, 7/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,18.0,16
CHECK_SENSOR, 7/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,18.0,16
SWEEP, 7/1, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,17.0,15
CHECK_SENSOR, 7/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,17.0,15
MOVE, 7/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,16.0,15
CHECK_SENSOR, 7/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,16.0,15
SWEEP, 7/2, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,15.0,14
CHECK_SENSOR, 7/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,14
MOVE, 7/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,14.0,14
CHECK_SENSOR, 7/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,14.0,14
SWEEP, 7/3, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,13.0,13
CHECK_SENSOR, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,13.0,13
MOVE, 7/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,12.0,13
CHECK_SENSOR, 7/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,12.0,13
SWEEP, 7/4, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,11.0,12
CHECK_SENSOR, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,12
MOVE, 7/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,10.0,12
CHECK_SENSOR, 7/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,10.0,12
SWEEP, 7/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,9.0,11
CHECK_SENSOR, 7/5, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,9.0,11
MOVE, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,8.0,11
CHECK_SENSOR, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,8.0,11
MOVE, 8/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,7.0,11
CHECK_SENSOR, 8/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,7.0,11
SWEEP, 8/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,6.0,10
CHECK_SENSOR, 8/4, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,6.0,10
MOVE, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,10
CHECK_SENSOR, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,10
MOVE, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,10
CHECK_SENSOR, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,10
MOVE, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,10
CHECK_SENSOR, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,10
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,2.0,10
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,2.0,10
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,10
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,10
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,10
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,10
MOVE, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,10
CHECK_SENSOR, 7/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,10
MOVE, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,10
CHECK_SENSOR, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,10
MOVE, 8/3, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,46.0,10
CHECK_SENSOR, 8/3, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,46.0,10
SWEEP, 8/3, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,45.0,9
CHECK_SENSOR, 8/3, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,45.0,9
MOVE, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,9
CHECK_SENSOR, 7/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,9
MOVE, 7/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,9
CHECK_SENSOR, 7/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,9
MOVE, 8/2, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,42.0,9
CHECK_SENSOR, 8/2, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,42.0,9
SWEEP, 8/2, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,41.0,8
CHECK_SENSOR, 8/2, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,41.0,8
MOVE, 7/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,40.0,8
CHECK_SENSOR, 7/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,40.0,8
MOVE, 7/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,39.0,8
CHECK_SENSOR, 7/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,39.0,8
MOVE, 8/1, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,38.0,8
CHECK_SENSOR, 8/1, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,38.0,8
SWEEP, 8/1, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,37.0,7
CHECK_SENSOR, 8/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,37.0,7
MOVE, 9/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,36.0,7
CHECK_SENSOR, 9/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,36.0,7
MOVE, 9/0, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,35.0,7
CHECK_SENSOR, 9/0, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,35.0,7
MOVE, 10/0, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OBSTICLE,34.0,7
CHECK_SENSOR, 10/0, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OBSTICLE,34.0,7
SWEEP, 10/0, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OBSTICLE,33.0,6
CHECK_SENSOR, 10/0, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OBSTICLE,33.0,6
MOVE, 10/1, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,32.0,6
CHECK_SENSOR, 10/1, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,32.0,6
SWEEP, 10/1, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,31.0,5
CHECK_SENSOR, 10/1, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,31.0,5
MOVE, 10/2, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,30.0,5
CHECK_SENSOR, 10/2, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,30.0,5
SWEEP, 10/2, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,29.0,4
CHECK_SENSOR, 10/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,4
MOVE, 10/3, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,28.0,4
CHECK_SENSOR, 10/3, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,28.0,4
SWEEP, 10/3, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,27.0,3
CHECK_SENSOR, 10/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,27.0,3
MOVE, 10/4, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,3
CHECK_SENSOR, 10/4, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,3
SWEEP, 10/4, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,25.0,2
CHECK_SENSOR, 10/4, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,25.0,2
MOVE, 10/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,24.0,2
CHECK_SENSOR, 10/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,24.0,2
SWEEP, 10/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,23.0,1
CHECK_SENSOR, 10/5, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,23.0,1
MOVE, 10/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,22.0,1
CHECK_SENSOR, 10/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,22.0,1
SWEEP, 10/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,21.0,0
CHECK_SENSOR, 10/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,21.0,0
MOVE, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,0
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,0
MOVE, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,19.0,0
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,19.0,0
MOVE, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,0
CHECK_SENSOR, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,0
MOVE, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,17.0,0
CHECK_SENSOR, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,17.0,0
MOVE, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,16.0,0
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,16.0,0
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,0
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,0
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,0
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,0
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,0
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,0
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,12.0,0
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,12.0,0
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,50
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,50
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,50
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,50
MOVE, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,47.0,50
CHECK_SENSOR, 7/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,47.0,50
MOVE, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,50
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,50
